                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.38178,                0.69015,                0.24911,                0.91062,                 0.7978,                0.86006,                0.65957,                0.36032,                0.55884,                0.24168,              0.0013902,              0.0013902,              0.0013902
                    157,                 0.3785,                0.68938,                0.24823,                0.89807,                0.79917,                0.86341,                0.65735,                0.35634,                0.55306,                0.24084,              0.0013862,              0.0013862,              0.0013862
                    158,                0.38197,                0.69276,                 0.2498,                0.92628,                0.79258,                0.86578,                0.66035,                0.35593,                0.55385,                0.24031,              0.0013822,              0.0013822,              0.0013822
                    159,                0.37917,                0.68712,                0.24986,                0.90336,                0.81098,                0.86618,                0.65613,                0.35519,                0.55389,                0.24022,              0.0013783,              0.0013783,              0.0013783
                    160,                0.37265,                0.69468,                0.24655,                0.93882,                0.78744,                0.86499,                0.66332,                0.35055,                0.55133,                0.23958,              0.0013743,              0.0013743,              0.0013743
                    161,                0.38224,                0.68406,                0.24814,                0.92569,                0.78649,                0.86197,                0.66315,                0.35005,                  0.562,                0.23832,              0.0013704,              0.0013704,              0.0013704
                    162,                0.37359,                0.66712,                0.24679,                0.90212,                0.80914,                0.86855,                0.66834,                0.34456,                0.54826,                 0.2363,              0.0013664,              0.0013664,              0.0013664
                    163,                0.36778,                0.69562,                0.24692,                0.92854,                0.77107,                0.86144,                0.65451,                0.34058,                0.56464,                0.23642,              0.0013624,              0.0013624,              0.0013624
                    164,                0.36449,                0.67474,                0.24667,                0.92815,                 0.7898,                 0.8666,                0.66473,                 0.3431,                0.55001,                0.23637,              0.0013585,              0.0013585,              0.0013585
                    165,                 0.3745,                0.66918,                0.24661,                0.90946,                0.79899,                0.86059,                0.65948,                  0.344,                0.54802,                0.23638,              0.0013545,              0.0013545,              0.0013545
                    166,                0.37304,                0.67669,                0.24667,                0.92418,                0.79997,                0.86576,                0.66873,                0.34724,                0.54259,                0.23878,              0.0013506,              0.0013506,              0.0013506
                    167,                0.36734,                0.66579,                0.24561,                0.90463,                0.80948,                 0.8662,                0.66344,                0.34909,                0.54849,                0.23941,              0.0013466,              0.0013466,              0.0013466
                    168,                0.37595,                0.69561,                0.24718,                 0.9246,                0.78764,                0.86056,                0.65469,                0.34572,                0.56161,                0.23891,              0.0013426,              0.0013426,              0.0013426
                    169,                0.37041,                0.66223,                0.24597,                0.91671,                0.80565,                0.86206,                0.66999,                0.34115,                0.55919,                0.23668,              0.0013387,              0.0013387,              0.0013387
                    170,                 0.3727,                0.68785,                0.24493,                0.92134,                0.79147,                0.86492,                0.67177,                0.34494,                0.55127,                0.23736,              0.0013347,              0.0013347,              0.0013347
                    171,                0.36507,                0.67918,                0.24517,                0.92905,                0.79177,                0.86991,                0.67117,                0.34698,                 0.5584,                0.23905,              0.0013308,              0.0013308,              0.0013308
                    172,                0.36003,                0.63786,                0.24269,                0.92351,                0.80633,                0.87145,                0.66563,                0.34896,                0.54808,                0.23984,              0.0013268,              0.0013268,              0.0013268
                    173,                0.37011,                0.67635,                0.24755,                0.95186,                0.79132,                0.86885,                0.66302,                 0.3513,                0.55395,                0.24015,              0.0013228,              0.0013228,              0.0013228
                    174,                0.37433,                  0.677,                0.24553,                0.95183,                0.78882,                0.86528,                0.66833,                 0.3483,                0.55231,                0.23966,              0.0013189,              0.0013189,              0.0013189
                    175,                0.36136,                0.66172,                0.24452,                0.93064,                0.79556,                0.87097,                0.67409,                 0.3419,                 0.5524,                0.23752,              0.0013149,              0.0013149,              0.0013149
                    176,                0.36264,                0.66097,                0.24341,                0.94967,                0.79163,                0.87226,                 0.6754,                 0.3406,                0.54951,                0.23747,               0.001311,               0.001311,               0.001311
                    177,                0.36559,                0.66074,                0.24579,                 0.9387,                0.80235,                  0.868,                0.67225,                0.34021,                0.54586,                0.23739,               0.001307,               0.001307,               0.001307
                    178,                0.36997,                0.65433,                0.24707,                0.91897,                0.81618,                0.87309,                0.67764,                0.34045,                0.53646,                0.23866,               0.001303,               0.001303,               0.001303
                    179,                0.36191,                0.65379,                0.24531,                 0.9351,                0.80209,                0.87314,                0.67446,                0.34095,                0.55757,                0.23853,              0.0012991,              0.0012991,              0.0012991
                    180,                0.35854,                0.66222,                0.24313,                0.94732,                0.79443,                0.87239,                0.67099,                0.34251,                0.55885,                0.23866,              0.0012951,              0.0012951,              0.0012951
                    181,                 0.3503,                  0.634,                0.24271,                0.94205,                0.79991,                 0.8708,                0.67115,                0.34277,                0.55481,                0.23877,              0.0012912,              0.0012912,              0.0012912
                    182,                0.35202,                0.63572,                0.24296,                 0.9339,                0.80085,                0.87067,                0.67289,                0.34532,                0.54451,                0.23937,              0.0012872,              0.0012872,              0.0012872
                    183,                0.35919,                0.65302,                0.24267,                0.91236,                0.80511,                0.87407,                0.67525,                0.34255,                  0.545,                0.23832,              0.0012832,              0.0012832,              0.0012832
                    184,                0.35361,                0.62737,                0.24236,                0.90041,                0.82157,                0.87493,                0.67809,                0.33838,                0.54541,                0.23662,              0.0012793,              0.0012793,              0.0012793
                    185,                0.35227,                0.63525,                0.24309,                0.90213,                0.82314,                0.87565,                0.67595,                0.33899,                0.55139,                0.23706,              0.0012753,              0.0012753,              0.0012753
                    186,                0.35256,                0.64462,                0.24283,                0.91352,                0.81325,                0.87824,                0.67498,                0.33519,                0.56049,                0.23708,              0.0012714,              0.0012714,              0.0012714
                    187,                0.35717,                 0.6457,                0.24167,                0.92071,                0.81286,                 0.8806,                0.68103,                0.33799,                0.56789,                0.23802,              0.0012674,              0.0012674,              0.0012674
                    188,                0.35719,                0.64913,                0.24245,                0.92607,                0.80837,                0.87281,                0.68001,                0.33991,                0.56359,                0.23779,              0.0012634,              0.0012634,              0.0012634
                    189,                0.35335,                0.65414,                0.24306,                0.92024,                0.81444,                0.88051,                0.68387,                0.33658,                0.54703,                0.23652,              0.0012595,              0.0012595,              0.0012595
                    190,                0.35211,                0.64166,                0.24191,                0.91137,                0.82461,                0.87469,                0.68077,                0.34112,                0.54803,                0.23703,              0.0012555,              0.0012555,              0.0012555
                    191,                0.35471,                0.63888,                0.24297,                0.91292,                0.82164,                0.87428,                0.68456,                0.33938,                0.54628,                0.23727,              0.0012516,              0.0012516,              0.0012516
                    192,                0.36594,                0.65725,                0.24599,                0.93765,                0.79952,                 0.8741,                0.68104,                0.33765,                0.54999,                0.23722,              0.0012476,              0.0012476,              0.0012476
                    193,                0.35413,                0.63809,                0.24259,                0.90799,                0.82068,                0.87454,                0.67946,                0.33647,                0.54214,                0.23719,              0.0012436,              0.0012436,              0.0012436
                    194,                0.34213,                0.60978,                0.24031,                0.92034,                0.81005,                0.87369,                0.67427,                0.33631,                0.54515,                0.23729,              0.0012397,              0.0012397,              0.0012397
                    195,                0.35008,                0.62121,                0.24255,                0.93868,                0.80483,                0.87673,                0.68023,                0.33729,                0.53515,                0.23729,              0.0012357,              0.0012357,              0.0012357
                    196,                0.35169,                0.63927,                0.24264,                0.93563,                0.80586,                 0.8744,                0.67979,                 0.3363,                 0.5412,                0.23638,              0.0012318,              0.0012318,              0.0012318
                    197,                0.34374,                0.61901,                0.24004,                0.91975,                0.81238,                0.87214,                0.68274,                0.33251,                0.53801,                0.23617,              0.0012278,              0.0012278,              0.0012278
                    198,                0.35234,                0.63765,                0.24345,                 0.9289,                0.80903,                0.87034,                0.68335,                0.33417,                0.54238,                0.23667,              0.0012238,              0.0012238,              0.0012238
                    199,                0.35359,                 0.6242,                0.24217,                0.91993,                0.81607,                0.87132,                0.68611,                0.33171,                0.53319,                 0.2357,              0.0012199,              0.0012199,              0.0012199
                    200,                0.34742,                0.62241,                0.24275,                0.90994,                0.81314,                0.87051,                0.68581,                0.33202,                0.52651,                0.23567,              0.0012159,              0.0012159,              0.0012159
                    201,                0.35524,                0.62973,                0.24034,                0.92176,                0.80699,                0.87514,                0.68901,                0.33346,                0.52428,                0.23651,               0.001212,               0.001212,               0.001212
                    202,                0.35403,                0.63818,                0.24183,                0.93139,                 0.8052,                0.87672,                0.69023,                0.33424,                0.52601,                0.23727,               0.001208,               0.001208,               0.001208
                    203,                0.34822,                0.63083,                0.23986,                 0.9234,                0.81016,                 0.8733,                0.68894,                0.33049,                 0.5296,                0.23628,               0.001204,               0.001204,               0.001204
                    204,                0.34765,                0.62323,                0.24007,                 0.9223,                  0.814,                0.87592,                0.69082,                0.33128,                0.51848,                0.23678,              0.0012001,              0.0012001,              0.0012001
                    205,                0.34385,                0.61364,                0.24078,                 0.9196,                0.81279,                0.87569,                0.69233,                0.33041,                0.51064,                0.23643,              0.0011961,              0.0011961,              0.0011961
                    206,                0.34161,                0.61068,                0.24095,                0.92788,                0.81306,                0.87613,                0.68804,                0.33003,                 0.5118,                0.23647,              0.0011922,              0.0011922,              0.0011922
                    207,                0.35992,                0.63951,                0.24383,                0.92574,                 0.8173,                0.87705,                0.68692,                0.32884,                0.50174,                0.23678,              0.0011882,              0.0011882,              0.0011882
                    208,                0.34271,                0.60641,                0.24226,                0.93237,                0.81348,                 0.8775,                0.68893,                0.33161,                0.50217,                0.23765,              0.0011842,              0.0011842,              0.0011842
                    209,                0.34085,                0.59926,                0.24108,                0.93401,                0.81148,                0.87747,                 0.6899,                0.33329,                0.50117,                0.23766,              0.0011803,              0.0011803,              0.0011803
                    210,                0.34783,                 0.6156,                0.24235,                0.94075,                 0.8067,                0.88133,                0.69022,                0.33229,                0.50569,                0.23608,              0.0011763,              0.0011763,              0.0011763
                    211,                0.33647,                0.60953,                0.23858,                0.91408,                0.82801,                0.88263,                0.69313,                   0.33,                0.50664,                 0.2353,              0.0011724,              0.0011724,              0.0011724
                    212,                0.34482,                0.62919,                0.23945,                0.92358,                0.82401,                0.88066,                0.69354,                0.32836,                0.51248,                0.23464,              0.0011684,              0.0011684,              0.0011684
                    213,                0.34515,                0.62374,                0.24091,                0.91533,                0.82125,                0.87915,                0.69163,                0.32953,                0.51415,                0.23482,              0.0011644,              0.0011644,              0.0011644
                    214,                0.34164,                0.60936,                0.24038,                0.93393,                0.81238,                0.88119,                0.69122,                0.33113,                0.51333,                0.23521,              0.0011605,              0.0011605,              0.0011605
                    215,                0.33335,                0.60906,                0.23942,                0.92993,                0.80806,                0.87813,                0.68622,                0.33146,                 0.5145,                 0.2359,              0.0011565,              0.0011565,              0.0011565
                    216,                0.33344,                 0.6005,                0.23784,                0.91398,                0.81764,                0.87652,                 0.6869,                0.32903,                 0.5215,                0.23555,              0.0011526,              0.0011526,              0.0011526
                    217,                0.33922,                0.60311,                0.24107,                0.90944,                0.82383,                0.87604,                0.68835,                0.32744,                0.51792,                0.23502,              0.0011486,              0.0011486,              0.0011486
                    218,                0.33207,                0.60066,                0.23732,                0.92163,                0.81264,                0.87803,                0.69035,                0.32746,                0.51609,                 0.2344,              0.0011446,              0.0011446,              0.0011446
                    219,                0.33718,                0.59517,                 0.2389,                0.92089,                0.80803,                0.87842,                0.69087,                0.32688,                0.51579,                0.23509,              0.0011407,              0.0011407,              0.0011407
                    220,                0.34047,                 0.6003,                0.24128,                0.90758,                0.81816,                0.87726,                0.69263,                0.32701,                0.50951,                0.23526,              0.0011367,              0.0011367,              0.0011367
                    221,                 0.3383,                0.60009,                0.24031,                0.91654,                0.82756,                0.88157,                0.68767,                0.32749,                0.51136,                0.23532,              0.0011328,              0.0011328,              0.0011328
                    222,                0.32954,                0.58848,                0.23732,                0.92359,                0.82318,                0.87508,                 0.6845,                0.32731,                0.51467,                0.23603,              0.0011288,              0.0011288,              0.0011288
                    223,                 0.3349,                0.59798,                0.23644,                0.92556,                0.81676,                0.87713,                0.68241,                0.32736,                 0.5184,                0.23603,              0.0011248,              0.0011248,              0.0011248
                    224,                0.32407,                0.57307,                0.23584,                0.91499,                0.82594,                0.87499,                0.68698,                 0.3256,                0.51204,                0.23573,              0.0011209,              0.0011209,              0.0011209
                    225,                0.32693,                0.59295,                0.23643,                 0.9115,                 0.8269,                0.87361,                0.68574,                0.32496,                0.50665,                0.23537,              0.0011169,              0.0011169,              0.0011169
                    226,                0.34316,                0.61715,                0.23966,                0.91214,                 0.8241,                0.87591,                0.68668,                0.32609,                0.50454,                0.23561,               0.001113,               0.001113,               0.001113
                    227,                0.33417,                0.60179,                0.23826,                0.92519,                0.82476,                0.88373,                0.68624,                0.32523,                0.50287,                0.23508,               0.001109,               0.001109,               0.001109
                    228,                0.32341,                0.59845,                0.23702,                0.92161,                 0.8262,                0.88553,                0.69081,                0.32515,                0.50289,                0.23487,               0.001105,               0.001105,               0.001105
                    229,                0.32352,                0.58656,                0.23551,                0.91901,                0.82053,                 0.8833,                0.68907,                0.32387,                0.50764,                0.23437,              0.0011011,              0.0011011,              0.0011011
                    230,                0.32977,                0.60339,                0.23778,                0.91949,                0.81988,                0.88345,                0.68791,                0.32195,                0.50601,                0.23379,              0.0010971,              0.0010971,              0.0010971
                    231,                0.33041,                0.59749,                0.23784,                0.91769,                0.81931,                0.88265,                0.69629,                0.32229,                0.50231,                0.23412,              0.0010932,              0.0010932,              0.0010932
                    232,                0.32547,                0.58963,                0.23758,                0.92807,                 0.8154,                0.88082,                 0.6955,                0.32148,                0.50041,                0.23431,              0.0010892,              0.0010892,              0.0010892
                    233,                0.32072,                0.58332,                0.23474,                0.91407,                0.82718,                0.88146,                0.69441,                0.32293,                0.49982,                0.23431,              0.0010852,              0.0010852,              0.0010852
                    234,                0.33309,                0.59979,                0.23716,                0.93182,                0.81763,                0.88121,                0.69579,                0.32186,                 0.4972,                  0.234,              0.0010813,              0.0010813,              0.0010813
                    235,                0.33464,                0.60054,                0.23875,                0.93334,                0.82711,                0.87885,                0.69445,                0.32224,                0.49507,                0.23421,              0.0010773,              0.0010773,              0.0010773
                    236,                0.31866,                0.56949,                0.23531,                0.92523,                0.82456,                0.87851,                0.69538,                0.32252,                0.49614,                0.23476,              0.0010734,              0.0010734,              0.0010734
                    237,                0.32607,                0.58402,                0.23724,                0.93423,                0.81799,                0.87681,                 0.6959,                0.32179,                0.49258,                0.23484,              0.0010694,              0.0010694,              0.0010694
                    238,                0.32695,                0.58845,                  0.236,                0.93354,                0.82154,                0.87763,                0.69683,                0.32109,                0.49024,                0.23421,              0.0010654,              0.0010654,              0.0010654
                    239,                0.32772,                0.59523,                0.23726,                0.93838,                0.81791,                0.88219,                0.70111,                0.31937,                0.49218,                0.23353,              0.0010615,              0.0010615,              0.0010615
                    240,                0.32924,                0.59786,                0.23859,                0.94425,                0.81346,                0.88228,                0.69972,                 0.3193,                0.49372,                0.23379,              0.0010575,              0.0010575,              0.0010575
                    241,                0.32384,                0.56983,                0.23569,                0.93239,                0.81774,                0.88192,                0.70032,                0.31921,                0.49448,                0.23347,              0.0010536,              0.0010536,              0.0010536
                    242,                0.33165,                0.58091,                0.23867,                0.93566,                0.81564,                0.88127,                  0.699,                 0.3204,                0.49501,                0.23421,              0.0010496,              0.0010496,              0.0010496
                    243,                0.32452,                0.58452,                0.23653,                0.93456,                0.81631,                0.88267,                0.69715,                0.32131,                0.49162,                0.23516,              0.0010456,              0.0010456,              0.0010456
                    244,                0.32347,                0.58346,                0.23632,                  0.938,                0.81973,                0.88228,                0.69942,                0.32136,                0.48731,                0.23508,              0.0010417,              0.0010417,              0.0010417
                    245,                0.32056,                0.57769,                0.23364,                0.93691,                0.82395,                 0.8835,                0.69853,                0.31989,                 0.4835,                0.23467,              0.0010377,              0.0010377,              0.0010377
                    246,                0.31434,                0.55988,                0.23302,                0.93401,                0.81808,                 0.8805,                0.70011,                0.31587,                0.48152,                0.23299,              0.0010338,              0.0010338,              0.0010338
                    247,                0.31888,                0.57145,                 0.2362,                0.93032,                0.81957,                0.88152,                0.70205,                0.31473,                0.48221,                0.23289,              0.0010298,              0.0010298,              0.0010298
                    248,                0.31662,                0.58054,                0.23495,                0.93036,                0.81531,                0.88221,                0.70358,                0.31352,                 0.4804,                0.23288,              0.0010258,              0.0010258,              0.0010258
                    249,                0.31041,                0.55088,                 0.2348,                 0.9175,                0.82634,                0.88229,                0.70513,                0.31303,                0.47504,                0.23327,              0.0010219,              0.0010219,              0.0010219
                    250,                0.31716,                0.56811,                0.23528,                0.91375,                0.82577,                0.88171,                0.70244,                0.31307,                0.47394,                0.23343,              0.0010179,              0.0010179,              0.0010179
                    251,                0.31911,                0.56786,                0.23575,                 0.9181,                0.82176,                 0.8819,                0.70244,                0.31325,                0.47336,                 0.2335,               0.001014,               0.001014,               0.001014
                    252,                0.31285,                0.55566,                0.23382,                0.93193,                0.81629,                  0.881,                0.69942,                0.31481,                0.47489,                0.23425,                0.00101,                0.00101,                0.00101
                    253,                0.31343,                0.55608,                0.23475,                0.92226,                0.82132,                0.87957,                0.69916,                0.31554,                0.47781,                0.23452,               0.001006,               0.001006,               0.001006
                    254,                0.31937,                0.57847,                0.23617,                0.92155,                0.82571,                0.88014,                0.69767,                0.31664,                 0.4818,                0.23473,              0.0010021,              0.0010021,              0.0010021
                    255,                0.30991,                0.55161,                0.23401,                0.94853,                0.80471,                0.87787,                0.69598,                0.31627,                0.48405,                 0.2342,             0.00099812,             0.00099812,             0.00099812
                    256,                0.32058,                0.56777,                 0.2337,                0.94055,                0.81243,                0.87659,                0.69614,                 0.3162,                0.48503,                 0.2337,             0.00099416,             0.00099416,             0.00099416
                    257,                0.30041,                0.53815,                 0.2305,                0.94288,                0.81045,                0.87632,                0.69477,                0.31513,                 0.4845,                0.23319,              0.0009902,              0.0009902,              0.0009902
                    258,                0.31924,                0.58158,                0.23477,                0.94526,                0.80882,                0.87663,                0.69623,                0.31546,                0.48385,                0.23367,             0.00098624,             0.00098624,             0.00098624
                    259,                0.30518,                0.54853,                0.23339,                0.93099,                 0.8194,                0.87517,                0.69379,                0.31466,                0.48586,                  0.233,             0.00098228,             0.00098228,             0.00098228
                    260,                0.30741,                0.56252,                 0.2346,                0.93041,                 0.8212,                0.87537,                0.69452,                0.31451,                0.48591,                0.23291,             0.00097832,             0.00097832,             0.00097832
                    261,                 0.3138,                0.54444,                0.23233,                0.93156,                0.82238,                0.87565,                0.69396,                0.31526,                 0.4879,                0.23317,             0.00097436,             0.00097436,             0.00097436
                    262,                0.30253,                0.53918,                0.23117,                0.93418,                0.82071,                 0.8761,                0.69541,                0.31452,                0.48817,                0.23291,              0.0009704,              0.0009704,              0.0009704
                    263,                0.31318,                0.55196,                0.23455,                0.92652,                0.82119,                0.87743,                0.69492,                0.31513,                0.48648,                0.23311,             0.00096644,             0.00096644,             0.00096644
                    264,                0.31788,                0.56406,                0.23467,                0.92551,                0.82423,                0.87984,                 0.6939,                0.31419,                0.48659,                0.23276,             0.00096248,             0.00096248,             0.00096248
                    265,                0.31164,                 0.5579,                0.23279,                0.92046,                 0.8251,                0.87827,                0.69608,                0.31335,                0.48622,                0.23241,             0.00095852,             0.00095852,             0.00095852
                    266,                0.30387,                0.54485,                0.23208,                0.92802,                0.82155,                0.88005,                0.69628,                0.31237,                0.48424,                 0.2323,             0.00095456,             0.00095456,             0.00095456
                    267,                0.30874,                 0.5511,                0.23431,                0.93409,                0.81687,                0.88008,                 0.6998,                0.31204,                0.48084,                0.23246,              0.0009506,              0.0009506,              0.0009506
                    268,                0.30142,                 0.5415,                 0.2327,                0.93852,                0.81467,                0.88133,                0.69866,                0.31205,                0.47961,                0.23252,             0.00094664,             0.00094664,             0.00094664
                    269,                0.31313,                0.55901,                0.23371,                0.93486,                 0.8171,                0.88152,                0.69738,                 0.3127,                0.48043,                0.23284,             0.00094268,             0.00094268,             0.00094268
                    270,                0.31305,                0.55572,                0.23369,                0.93107,                0.81936,                0.88199,                0.69541,                0.31049,                0.47919,                0.23203,             0.00093872,             0.00093872,             0.00093872
                    271,                0.30503,                0.54661,                0.23295,                0.94984,                0.80577,                0.88269,                0.69722,                0.30964,                0.47817,                0.23203,             0.00093476,             0.00093476,             0.00093476
                    272,                0.29667,                0.54472,                0.23133,                0.92695,                0.81623,                0.88051,                0.69766,                0.30934,                0.47743,                  0.232,              0.0009308,              0.0009308,              0.0009308
                    273,                0.29476,                0.52496,                0.23014,                0.92192,                0.82114,                0.88088,                0.69739,                0.30884,                0.47699,                0.23187,             0.00092684,             0.00092684,             0.00092684
                    274,                0.30039,                0.53734,                 0.2309,                0.94595,                0.80336,                0.88163,                0.70105,                0.30868,                0.47332,                0.23173,             0.00092288,             0.00092288,             0.00092288
                    275,                0.31121,                0.53846,                0.23364,                0.94838,                0.80861,                0.88272,                0.69828,                0.30894,                 0.4735,                 0.2318,             0.00091892,             0.00091892,             0.00091892
                    276,                 0.3061,                0.55149,                0.23192,                0.92832,                0.82128,                0.88291,                0.70266,                0.30781,                0.47373,                0.23164,             0.00091496,             0.00091496,             0.00091496
                    277,                0.29926,                 0.5438,                0.23159,                0.92711,                0.82175,                0.88288,                0.70344,                0.30748,                 0.4739,                0.23176,               0.000911,               0.000911,               0.000911
                    278,                0.29185,                0.52661,                0.23117,                0.92244,                0.82789,                 0.8827,                0.70147,                0.30731,                0.47496,                0.23152,             0.00090704,             0.00090704,             0.00090704
                    279,                0.30161,                0.52979,                0.23116,                0.92089,                0.82765,                0.88295,                0.70052,                0.30812,                0.47372,                0.23166,             0.00090308,             0.00090308,             0.00090308
                    280,                0.30209,                0.53595,                0.23099,                0.91807,                0.82756,                0.88188,                0.69971,                 0.3085,                0.47202,                0.23156,             0.00089912,             0.00089912,             0.00089912
                    281,                0.30004,                0.54678,                0.23271,                0.93069,                0.82189,                0.88109,                0.70007,                0.30836,                0.47045,                0.23142,             0.00089516,             0.00089516,             0.00089516
                    282,                 0.3042,                0.53735,                 0.2322,                0.93344,                0.82322,                0.88476,                0.70188,                0.30778,                0.47022,                0.23113,              0.0008912,              0.0008912,              0.0008912
                    283,                0.29779,                0.53782,                0.23091,                0.92715,                0.82824,                0.88464,                0.70324,                 0.3076,                0.46812,                0.23115,             0.00088724,             0.00088724,             0.00088724
                    284,                0.29512,                0.53063,                0.23098,                0.92327,                0.82773,                0.88385,                 0.7034,                0.30801,                0.46909,                0.23115,             0.00088328,             0.00088328,             0.00088328
                    285,                0.29923,                0.53446,                0.23004,                0.93239,                0.82604,                0.88444,                  0.705,                0.30725,                0.46812,                0.23102,             0.00087932,             0.00087932,             0.00087932
                    286,                0.29941,                0.53724,                0.23226,                0.91829,                0.82725,                0.88345,                0.70508,                0.30554,                0.46769,                0.23077,             0.00087536,             0.00087536,             0.00087536
                    287,                0.29963,                0.53624,                0.23137,                0.92498,                0.82838,                 0.8851,                0.70441,                0.30491,                0.46655,                 0.2307,              0.0008714,              0.0008714,              0.0008714
                    288,                0.29223,                0.53643,                0.23035,                0.92248,                0.83404,                0.88464,                0.70603,                0.30497,                0.46613,                0.23071,             0.00086744,             0.00086744,             0.00086744
                    289,                0.29953,                0.53304,                0.23101,                0.92111,                0.83249,                0.88462,                0.70581,                0.30494,                0.46712,                0.23065,             0.00086348,             0.00086348,             0.00086348
                    290,                0.28753,                0.53014,                0.22849,                0.91991,                0.83471,                0.88662,                0.70655,                0.30471,                0.46743,                0.23068,             0.00085952,             0.00085952,             0.00085952
                    291,                0.29344,                0.52627,                0.23107,                0.91936,                0.83558,                0.88544,                0.70573,                0.30455,                0.46637,                0.23067,             0.00085556,             0.00085556,             0.00085556
                    292,                0.30573,                0.55072,                0.23194,                0.92107,                0.83449,                0.88574,                0.70386,                0.30453,                0.46494,                0.23063,              0.0008516,              0.0008516,              0.0008516
                    293,                0.28939,                0.51371,                0.22933,                0.92228,                0.83308,                0.88561,                0.70469,                0.30401,                0.46476,                0.23065,             0.00084764,             0.00084764,             0.00084764
                    294,                0.29425,                0.52427,                0.23119,                0.92582,                0.82875,                 0.8849,                0.70497,                0.30342,                0.46423,                0.23044,             0.00084368,             0.00084368,             0.00084368
                    295,                 0.2893,                0.52978,                0.22948,                0.93014,                0.82745,                0.88424,                0.70457,                0.30346,                 0.4633,                0.23052,             0.00083972,             0.00083972,             0.00083972
                    296,                0.28441,                0.50836,                0.22764,                0.93302,                0.82742,                0.88492,                0.70553,                 0.3027,                 0.4629,                0.23036,             0.00083576,             0.00083576,             0.00083576
                    297,                0.28332,                0.51388,                0.22777,                0.93331,                0.82869,                0.88543,                0.70783,                 0.3026,                0.46292,                0.23029,              0.0008318,              0.0008318,              0.0008318
                    298,                0.28731,                0.50505,                0.22883,                0.93735,                0.82859,                 0.8838,                0.70642,                0.30176,                0.46264,                0.22989,             0.00082784,             0.00082784,             0.00082784
                    299,                0.29714,                0.52168,                0.23082,                0.93171,                 0.8287,                0.88406,                0.70686,                0.30123,                0.46245,                0.22974,             0.00082388,             0.00082388,             0.00082388
                    300,                 0.2874,                0.51661,                0.22869,                0.93307,                0.83091,                0.88495,                 0.7075,                 0.3009,                0.46216,                0.22961,             0.00081992,             0.00081992,             0.00081992
                    301,                0.28803,                 0.5116,                 0.2289,                0.93311,                0.83039,                0.88526,                0.70781,                0.30093,                0.46248,                0.22961,             0.00081596,             0.00081596,             0.00081596
                    302,                0.29657,                0.53512,                0.23231,                0.93065,                0.83153,                0.88496,                0.70722,                0.30111,                0.46329,                0.22966,               0.000812,               0.000812,               0.000812
                    303,                0.29487,                0.53019,                0.23099,                0.93138,                0.83332,                0.88431,                0.70572,                 0.3003,                0.46358,                 0.2291,             0.00080804,             0.00080804,             0.00080804
                    304,                0.28085,                0.49751,                0.22765,                0.93119,                 0.8336,                  0.887,                0.70655,                0.29987,                0.46471,                0.22879,             0.00080408,             0.00080408,             0.00080408
                    305,                0.28435,                0.50552,                0.22954,                0.93356,                0.83386,                0.88819,                0.70552,                0.29961,                0.46645,                0.22862,             0.00080012,             0.00080012,             0.00080012
                    306,                0.28362,                0.50936,                 0.2294,                0.92984,                0.83609,                0.88942,                0.70515,                0.29949,                0.46631,                0.22873,             0.00079616,             0.00079616,             0.00079616
                    307,                0.28993,                0.51882,                 0.2294,                0.92841,                0.83587,                0.88979,                 0.7057,                0.29921,                0.46678,                0.22906,              0.0007922,              0.0007922,              0.0007922
                    308,                0.28753,                0.50766,                0.22822,                0.92812,                0.83596,                0.89069,                 0.7052,                0.29968,                0.46564,                0.22944,             0.00078824,             0.00078824,             0.00078824
                    309,                0.28048,                0.49498,                0.22929,                0.92645,                0.83624,                0.89094,                0.70538,                0.29956,                0.46555,                 0.2295,             0.00078428,             0.00078428,             0.00078428
                    310,                0.28887,                0.51688,                0.22783,                0.92636,                0.83507,                0.89015,                0.70633,                0.29936,                0.46522,                0.22942,             0.00078032,             0.00078032,             0.00078032
                    311,                0.28205,                0.49875,                0.22797,                0.92906,                0.83541,                0.89037,                0.70756,                 0.2992,                0.46509,                0.22931,             0.00077636,             0.00077636,             0.00077636
                    312,                0.28659,                0.50207,                0.22879,                0.92944,                0.83495,                0.89008,                0.70809,                0.29962,                0.46436,                0.22953,              0.0007724,              0.0007724,              0.0007724
                    313,                0.28001,                  0.491,                0.22689,                0.92986,                0.83455,                0.89015,                0.70758,                0.30034,                0.46401,                0.22984,             0.00076844,             0.00076844,             0.00076844
                    314,                0.27918,                0.49869,                0.22669,                0.93082,                0.83316,                 0.8898,                0.70735,                0.30082,                0.46404,                0.22999,             0.00076448,             0.00076448,             0.00076448
                    315,                0.27967,                 0.5058,                0.22725,                0.93079,                0.83343,                0.89013,                0.70738,                0.30106,                0.46378,                0.23008,             0.00076052,             0.00076052,             0.00076052
                    316,                0.28072,                0.49741,                0.22706,                0.93197,                 0.8317,                0.89024,                0.70589,                0.30113,                0.46444,                0.23009,             0.00075656,             0.00075656,             0.00075656
